Tabel;Väli;Selgitus
valjund;modified;"kirje viimase muutmise aeg"
valjund;creator;"kirje looja isikukood"
valjund;modifier;"kirje viimase muutja isikukood"
valjund;id;"kirje identifikaator"
valjund;kood;"QTI identifier"
valjund;kardinaalsus;"QTI cardinality: single, multiple, ordered"
valjund;baastyyp;"QTI baseType"
valjund;interpretatsioon;"interpretation"
valjund;max_norm;"QTI normalMaximum"
valjund;min_norm;"QTI normalMinimum"
valjund;oskus_norm;"QTI masteryValue"
valjund;vaikimisi;"QTI lookupTable/defaultValue"
valjund;ylesanne_id;"viide ülesandele"
vastusaspekt;TABEL 1.254;"Ühele ülesandele antud vastuse tulemus ühes aspektis.     Erinevalt tabelis Hinne olevatest ühe hindaja pandud hinnetest     on siin lõplikud hinded."
vastusaspekt;created;"kirje loomise aeg"
vastusaspekt;modified;"kirje viimase muutmise aeg"
vastusaspekt;creator;"kirje looja isikukood"
vastusaspekt;modifier;"kirje viimase muutja isikukood"
vastusaspekt;id;"kirje identifikaator"
vastusaspekt;ylesandevastus_id;"viide ülesande vastusele"
vastusaspekt;hindamisaspekt_id;"viide hinnatavale aspektile"
vastusaspekt;toorpunktid;"toorpunktid (ülesande skaala järgi)"
vastusaspekt;pallid;"hindepallid (testiülesande skaala järgi)"
vastusaspekt;toorpunktid_enne_vaiet;"toorpunktid enne vaidlustamist"
vastusaspekt;pallid_enne_vaiet;"hindepallid enne vaidlustamist"
vastusaspekt;nullipohj_kood;"null punkti andmise põhjus, klassifikaator NULLIPOHJ"
verifflog;TABEL 1.255;"Veriff verifitseerimispäringute logi"
verifflog;created;"kirje loomise aeg"
verifflog;modified;"kirje viimase muutmise aeg"
verifflog;creator;"kirje looja isikukood"
verifflog;modifier;"kirje viimase muutja isikukood"
verifflog;id;"kirje identifikaator"
verifflog;sooritus_id;"soorituse ID, millelt verifitseerimisele suunati"
verifflog;kasutaja_id;"kasutaja ID"
verifflog;session_id;"Veriff sessiooni ID"
verifflog;sess_data;"sessiooni loomise päringu vastus (json)"
verifflog;started;"verifitseerimise algus veriffis (webhooki saamise aeg)"
verifflog;submitted;"verifitseerimise lõpp veriffis (webhooki saamise aeg)"
verifflog;dec_data;"verifitseerimise otsuse andmed (json)"
verifflog;code;"verifitseerimise tulemuse kood (9001,9102,9103,9104,9121)"
verifflog;riik;"verifitseerimisel kasutatud dokumendi riik"
verifflog;isikukood;"verifitseeritud isikukood"
verifflog;rc;"True - verifitseeritud isik on sama, mis autenditud, False - ei ole sama või ei saanud verifitseerida"
volitus;TABEL 1.256;"Volitused teiste sooritajate tulemuste vaatamiseks"
volitus;created;"kirje loomise aeg"
volitus;modified;"kirje viimase muutmise aeg"
volitus;creator;"kirje looja isikukood"
volitus;modifier;"kirje viimase muutja isikukood"
volitus;id;"kirje identifikaator"
volitus;opilane_kasutaja_id;"viide kasutajale, kelle tulemusi lubatakse vaadata"
volitus;volitatu_kasutaja_id;"viide kasutajale, kellel on luba vaadata teise kasutaja tulemusi"
volitus;andja_kasutaja_id;"viide kasutajale, kes volituse andis"
volitus;tyhistaja_kasutaja_id;"viide kasutajale, kes volituse tühistas (kui on tühistatud, foreign_keys=tyhistaja_kasutaja_id)"
volitus;kehtib_alates;"volituse kehtimise algus"
volitus;kehtib_kuni;"volituse kehtimise lõpp"
volitus;tyhistatud;"volituse tühistamise aeg"
yhisfail;TABEL 1.257;"Ühised failid, mida paljudes ülesannetes saab kasutada."
yhisfail;created;"kirje loomise aeg"
yhisfail;modified;"kirje viimase muutmise aeg"
yhisfail;creator;"kirje looja isikukood"
yhisfail;modifier;"kirje viimase muutja isikukood"
yhisfail;id;"kirje identifikaator"
yhisfail;filename;"failinimi"
yhisfail;filesize;"faili suurus baitides"
yhisfail;fileversion;"versioon"
yhisfail;mimetype;"failitüüp"
yhisfail;teema;"teema"
yhisfail;yhisfail_kood;"faili tüüp, klassifikaator YHISFAIL"
ylesandeaine;TABEL 1.258;"Ülesande õppeaine"
ylesandeaine;created;"kirje loomise aeg"
ylesandeaine;modified;"kirje viimase muutmise aeg"
ylesandeaine;creator;"kirje looja isikukood"
ylesandeaine;modifier;"kirje viimase muutja isikukood"
ylesandeaine;id;"kirje identifikaator"
ylesandeaine;ylesanne_id;"viide ülesandele"
ylesandeaine;seq;"õppeaine järjekorranumber, ülesande peamise õppeaine korral 0"
ylesandeaine;aine_kood;"õppeaine, klassifikaator AINE"
ylesandeaine;oskus_kood;"osaoskus, klassifikaator OSKUS"
ylesandefail;TABEL 1.259;"Ülesande küljes olev fail.     On seotud ülesandega"
ylesandefail;created;"kirje loomise aeg"
ylesandefail;modified;"kirje viimase muutmise aeg"
ylesandefail;creator;"kirje looja isikukood"
ylesandefail;modifier;"kirje viimase muutja isikukood"
ylesandefail;id;"kirje identifikaator"
ylesandefail;filename;"failinimi"
ylesandefail;filesize;"faili suurus baitides"
ylesandefail;fileurl;"faili URL (kui puudub filedata)"
ylesandefail;fileversion;"versioon"
ylesandefail;mimetype;"failitüüp"
ylesandefail;laius;"faili kuvamise laius"
ylesandefail;korgus;"faili kuvamise kõrgus"
ylesandefail;ylesanne_id;"viide ülesandele"
ylesandefail;row_type;"faili tüüp: a - ülesande fail, s - ülesande lahenduse fail, o - ülesande lähtematerjal"
ylesandefailimarkus;TABEL 1.260;"Ülesandefaili märkused"
ylesandefailimarkus;created;"kirje loomise aeg"
ylesandefailimarkus;modified;"kirje viimase muutmise aeg"
ylesandefailimarkus;creator;"kirje looja isikukood"
ylesandefailimarkus;modifier;"kirje viimase muutja isikukood"
ylesandefailimarkus;id;"kirje identifikaator"
ylesandefailimarkus;ylesandefail_id;"viide ülesandefailile"
ylesandefailimarkus;kasutaja_id;"viide märkuse kirjutanud kasutajale"
ylesandefailimarkus;aeg;"märkuse kirjutamise aeg"
ylesandefailimarkus;sisu;"märkuse sisu"
ylesandefailimarkus;teema;"märkuse teema"
ylesandefailimarkus;ylem_id;"viide ülemale märkusele (mida antud kirje kommenteerib)"
ylesandegrupp;TABEL 1.261;"Ülesannete grupp, millest moodustatakse normipunkte"
ylesandegrupp;created;"kirje loomise aeg"
ylesandegrupp;modified;"kirje viimase muutmise aeg"
ylesandegrupp;creator;"kirje looja isikukood"
ylesandegrupp;modifier;"kirje viimase muutja isikukood"
ylesandegrupp;id;"kirje identifikaator"
ylesandegrupp;seq;"järjekorranumber testiosa sees"
ylesandegrupp;nimi;"grupi nimetus"
ylesandegrupp;testiosa_id;"viide testiosale, mille ülesandeid grupp rühmitab"
ylesandehindemarkus;TABEL 1.262;"Eksperthindaja märkus ülesande vastuse kohta (vaide korral hindamisel)"
ylesandehindemarkus;created;"kirje loomise aeg"
ylesandehindemarkus;modified;"kirje viimase muutmise aeg"
ylesandehindemarkus;creator;"kirje looja isikukood"
ylesandehindemarkus;modifier;"kirje viimase muutja isikukood"
ylesandehindemarkus;id;"kirje identifikaator"
ylesandehindemarkus;ylesandehinne_id;"viide ülesande hindepallide kirjele, mille kohta märkus käib"
ylesandehindemarkus;ekspert_labiviija_id;"viide eksperthindajale, kelle märkusega on tegu"
ylesandehindemarkus;markus;"märkuse tekst"
ylesandehinne;TABEL 1.263;"Hindaja antud hindepallid ühe ülesande vastusele."
ylesandehinne;created;"kirje loomise aeg"
ylesandehinne;modified;"kirje viimase muutmise aeg"
ylesandehinne;creator;"kirje looja isikukood"
ylesandehinne;modifier;"kirje viimase muutja isikukood"
ylesandehinne;id;"kirje identifikaator"
ylesandehinne;hindamine_id;"viide hindamise/sisestamise kirjele"
ylesandehinne;valitudylesanne_id;"viide testi valitud ülesandele, mitme sisestamise korral võib sisestusvea korral ajutiselt erineda ylesandevastuses olevast väärtusest"
ylesandehinne;ylesandevastus_id;"viide ylesandele antud vastusele ja ylesande hindele"
ylesandehinne;toorpunktid;"küsimustele või aspektidele antud toorpunktide summa (ülesande skaala järgi)"
ylesandehinne;pallid;"küsimustele või aspektidele antud hindepallide summa (testiülesande skaala järgi)"
ylesandehinne;toorpunktid_kasitsi;"küsimustele või aspektidele antud toorpunktide summa ilma arvutihinnatud punktideta (ülesande skaala järgi)"
ylesandehinne;pallid_kasitsi;"küsimustele või aspektidele antud hindepallide summa ilma arvutihinnatud pallideta (testiülesande skaala järgi)"
ylesandehinne;nullipohj_kood;"null punkti andmise põhjus, klassifikaator NULLIPOHJ (kasutusel siis, kui antakse terve ülesande punktid korraga)"
ylesandehinne;markus;"märkused"
ylesandehinne;sisestus;"mitmes sisestamine (1 või 2)"
ylesandehinne;sisestatud;"kas kõigi küsimuste hinded on sisestatud"
ylesandehinne;on_probleem;"kas hindaja on märkinud töö probleemseks (avaliku vaate hindamisel)"
ylesandehinne;probleem_sisu;"kui hindaja on märkinud töö probleemseks, siis probleemi sisu"
ylesandehinne;probleem_varv;"probleemse töö värv (#rrggbb või #rgb)"
ylesandeisik;TABEL 1.264;"Ülesandega seotud isik"
ylesandeisik;created;"kirje loomise aeg"
ylesandeisik;modified;"kirje viimase muutmise aeg"
ylesandeisik;creator;"kirje looja isikukood"
ylesandeisik;modifier;"kirje viimase muutja isikukood"
ylesandeisik;id;"kirje identifikaator"
ylesandeisik;kasutaja_id;"viide kasutajale"
ylesandeisik;kasutajagrupp_id;"viide kasutajagrupile"
ylesandeisik;ylesanne_id;"viide ülesandele"
ylesandeisik;kehtib_alates;"õiguste kehtimise algus"
ylesandeisik;kehtib_kuni;"õiguste kehtimise lõpp"
ylesandekogu;TABEL 1.265;"Ülesandekogu"
ylesandekogu;created;"kirje loomise aeg"
ylesandekogu;modified;"kirje viimase muutmise aeg"
ylesandekogu;creator;"kirje looja isikukood"
ylesandekogu;modifier;"kirje viimase muutja isikukood"
ylesandekogu;id;"kirje identifikaator"
ylesandekogu;nimi;"ülesandekogu nimetus"
ylesandekogu;staatus;"olek: 0 - kehtetu, 1 - kasutusel"
ylesandekogu;aine_kood;"õppeaine, klassifikaator AINE"
ylesandekogu;seotud_ained;"seotud õppeainete koodid (kui põhiaine on üldõpetus)"
ylesandekogu;ainevald_kood;"õppeaine ainevaldkond (üldõpetuse korral seotud ainete valdkond, kui neil on ühine valdkond)"
ylesandekogu;oskus_kood;"osaoskus, klassifikaator OSKUS"
ylesandekogu;keeletase_kood;"keeleoskuse tase, klassifikaator KEELETASE"
ylesandekogu;aste_mask;"kooliastmed/erialad kodeeritud bittide summana, biti järjekorranumber on astme kood (või vaikimisi astmete korral 0 - I aste, 1 - II aste, 2 - III aste, 3 - gümnaasium)"
ylesandekogu;aste_kood;"peamine kooliaste"
ylesandekogu;klass;"klass"
ylesandekogulogi;TABEL 1.266;"Ülesandekogu koostamise ajalugu"
ylesandekogulogi;created;"kirje loomise aeg"
ylesandekogulogi;modified;"kirje viimase muutmise aeg"
ylesandekogulogi;creator;"kirje looja isikukood"
ylesandekogulogi;modifier;"kirje viimase muutja isikukood"
ylesandekogulogi;id;"kirje identifikaator"
ylesandekogulogi;aeg;"logi aeg"
ylesandekogulogi;liik;"logitava olemi kirjeldus"
ylesandekogulogi;vanad_andmed;"vanad andmed"
ylesandekogulogi;uued_andmed;"uued andmed"
ylesandekogulogi;ylesandekogu_id;"viide ülesandekogule"
ylesandekogulogi;kasutaja_id;"viide kasutajale"
ylesandelogi;TABEL 1.267;"Ülesande koostamise ajalugu"
ylesandelogi;created;"kirje loomise aeg"
ylesandelogi;modified;"kirje viimase muutmise aeg"
ylesandelogi;creator;"kirje looja isikukood"
ylesandelogi;modifier;"kirje viimase muutja isikukood"
ylesandelogi;id;"kirje identifikaator"
ylesandelogi;aeg;"logi aeg"
ylesandelogi;liik;"logitava olemi kirjeldus"
ylesandelogi;vanad_andmed;"vanad andmed"
ylesandelogi;uued_andmed;"uued andmed"
ylesandelogi;ylesanne_id;"viide ülesandele"
ylesandelogi;kasutaja_id;"viide kasutajale"
ylesandestatistika;TABEL 1.268;"Ülesande statistika toimumisaja piires."
ylesandestatistika;created;"kirje loomise aeg"
ylesandestatistika;modified;"kirje viimase muutmise aeg"
ylesandestatistika;creator;"kirje looja isikukood"
ylesandestatistika;modifier;"kirje viimase muutja isikukood"
ylesandestatistika;id;"kirje identifikaator"
ylesandestatistika;valitudylesanne_id;"viide testi valitud ülesandele, mille kohta statistika käib"
ylesandestatistika;ylesanne_id;"viide ülesandele, mille kohta statistika käib"
ylesandestatistika;tkorraga;"kas on testimiskorraga soorituste statistika (või avaliku testi statistika)"
ylesandestatistika;valimis;"NULL - valim ja mitte-valim koos, true - valimi statistika, false - mitte-valimi statistika"
ylesandestatistika;toimumisaeg_id;"viide toimumisajale (testimiskorraga testi statistika korral)"
ylesandestatistika;testiruum_id;"viide nimekirjale (avaliku vaate testi statistika korral)"
ylesandestatistika;testikoht_id;"viide soorituskohale"
ylesandestatistika;kool_koht_id;"viide õppimiskohale"
ylesandestatistika;sooritajate_arv;"sooritajate arv"
ylesandestatistika;keskmine;"keskmine tulemus toorpunktides"
ylesandestatistika;lahendatavus;"keskmine lahendusprotsent, keskmise tulemuse ja maksimaalse võimaliku tulemuse suhe protsentides (EIS arvutab)"
ylesandestatistika;rit;"korrelatsioonikordaja ülesande punktide ja testi kogutulemuse vahel, ülesande eristusjõu näitaja: corr(yv.pallid, sooritaja.pallid)"
ylesandestatistika;rir;"korrelatsioonikordaja ülesande punktide ja testi ülejäänud ülesannete punktide vahel: corr(yv.pallid, sooritaja.pallid-yv.pallid)"
ylesandestatistika;aeg_avg;"keskmine lahendusaeg sekundites (koolipsühholoogi testi korral)"
ylesandestatistika;aeg_min;"min lahendusaeg sekundites (koolipsühholoogi testi korral)"
ylesandestatistika;aeg_max;"max lahendusaeg sekundites (koolipsühholoogi testi korral)"
ylesandeteema;TABEL 1.269;"Ülesande valdkonnad ja teemad"
ylesandeteema;created;"kirje loomise aeg"
ylesandeteema;modified;"kirje viimase muutmise aeg"
ylesandeteema;creator;"kirje looja isikukood"
ylesandeteema;modifier;"kirje viimase muutja isikukood"
ylesandeteema;id;"kirje identifikaator"
ylesandeteema;teema_kood;"teema (varasem nimetus: valdkond) ülesande õppeaines, klassifikaator TEEMA"
ylesandeteema;alateema_kood;"alateema (varem nimetus: teema) teemas, klassifikaator ALATEEMA"
ylesandeteema;ylesandeaine_id;"viide ülesande õppeainele"
ylesandevastus;TABEL 1.270;"Sooritaja poolt ühele ülesandele antud vastus"
ylesandevastus;created;"kirje loomise aeg"
ylesandevastus;modified;"kirje viimase muutmise aeg"
ylesandevastus;creator;"kirje looja isikukood"
ylesandevastus;modifier;"kirje viimase muutja isikukood"
ylesandevastus;id;"kirje identifikaator"
ylesandevastus;sooritus_id;"viide sooritusele (puudub ülesande eelvaates lahendamisel)"
ylesandevastus;valitudylesanne_id;"viide testi valitud ülesandele"
ylesandevastus;testiylesanne_id;"viide testiülesandele (puudub ülesande eelvaates lahendamisel)"
ylesandevastus;tahis;"testiülesande tähis"
ylesandevastus;alatest_id;"viide alatestile"
ylesandevastus;loplik;"true - viimati valitud komplekti kuuluva ülesande vastus, null - mõne varem proovitud komplekti ülesande vastus"
ylesandevastus;algus;"ülesande esimese lugemise aeg"
ylesandevastus;viimane_algus;"ülesande viimase lugemise aeg"
ylesandevastus;lopp;"viimane vastuste salvestamise aeg"
ylesandevastus;ajakulu;"vastamiseks kulutatud sekundite arv"
ylesandevastus;staatus;"vastuse olek (1 - on arvutatud, 0 - vajab üle arvutamist)"
ylesandevastus;toorpunktid;"toorpunktid (ülesande skaala järgi)"
ylesandevastus;toorpunktid_arvuti;"arvutihinnatav osa toorpunktidest"
ylesandevastus;toorpunktid_kasitsi;"käsitsihinnatav osa toorpunktidest"
ylesandevastus;pallid;"hindepallid (testiülesande skaala järgi)"
ylesandevastus;pallid_arvuti;"arvutihinnatav osa hindepallidest"
ylesandevastus;pallid_kasitsi;"käsitsihinnatav osa hindepallidest"
ylesandevastus;toorpunktid_enne_vaiet;"toorpunktid enne vaidlustamist"
ylesandevastus;pallid_enne_vaiet;"hindepallid enne vaidlustamist"
ylesandevastus;yhisosa_pallid;"seotud testimiskordade ühisossa kuulunud küsimuste hindepallide summa"
ylesandevastus;max_pallid;"max hindepallid vastavalt soorituse komplektile"
ylesandevastus;arvutuskaik;"arvutihindamise arvutuskäik HTMLina"
ylesandevastus;muudetav;"kas lahendaja saaks vastust veel muuta juhul, kui sooritus oleks pooleli (testi sooritamisel alati true, jagatud töös false peale ülesande vastuse kinnitamist)"
ylesandevastus;kehtiv;"kas on ülesande kõigi vastuste seast viimane vaadatav vastus (testi sooritamisel alati true, jagatud töös: false - kui vastust pole veel kinnitatud ja muudetav=true, true - kui vastus on kinnitatud ja ei ole kinnitatud mõnd järgmist vastust, NULL - kui on kinnitatud juba mõni järgmine vastus)"
ylesandevastus;skann;"skannitud vastus JPG-pildina"
ylesandevastus;laius_orig;"skannitud pildi tegelik laius"
ylesandevastus;korgus_orig;"skannitud pildi tegelik kõrgus"
ylesandevastus;oigete_arv;"õigete vastuste arv (koolipsühholoogitesti jaoks)"
ylesandevastus;valede_arv;"valede vastuste arv (koolipsühholoogitesti jaoks)"
ylesandevastus;valimata_valede_arv;"valimata valede vastuste arv, sisaldub õigete arvus (koolipsühholoogitesti jaoks)"
ylesandevastus;valimata_oigete_arv;"valimata valede vastuste arv, sisaldub valede arvus (koolipsühholoogitesti jaoks)"
ylesandevastus;oigete_suhe;"õigete vastuste suhe kõikidesse vastustesse (koolipsühholoogitesti jaoks)"
ylesandevastus;vastuseta;"kas vastuseid pole (on ainult tühjad vastused)"
ylesandevastus;lopetatud;"kas kõik kohustuslikud küsimused on vastatud"
ylesandevastus;mittekasitsi;"kas on arvutihinnatav: true - käsitsi pole midagi hinnata (arvutihinnatavad küsimused või hübriidhinnatud või käsitsihinnatavad küsimused vastamata), false - kuulub käsitsi hindamisele, väli on mõeldud arvestamiseks ainult e-hinnatavate testide korral, sest p-hindamise korral ei peagi vastused andmebaasis olema"
ylesandevastus;on_toorvastus;"kas vastused on veel toorvastuse tabelist ümber paigutamata"
ylesandevastus;valikujrk;"sisuplokkide ID-de järjekord antud soorituses (kui ylesanne.segamini=true)"
ylesandeversioon;TABEL 1.271;"Ülesande versioonid"
ylesandeversioon;created;"kirje loomise aeg"
ylesandeversioon;modified;"kirje viimase muutmise aeg"
ylesandeversioon;creator;"kirje looja isikukood"
ylesandeversioon;modifier;"kirje viimase muutja isikukood"
ylesandeversioon;id;"kirje identifikaator"
ylesandeversioon;ylesanne_id;"viide ülesandele"
ylesandeversioon;seq;"versiooni järjekorranumber ülesande sees"
ylesanne;TABEL 1.272;"Ülesanne"
ylesanne;created;"kirje loomise aeg"
ylesanne;modified;"kirje viimase muutmise aeg"
ylesanne;creator;"kirje looja isikukood"
ylesanne;modifier;"kirje viimase muutja isikukood"
ylesanne;id;"kirje identifikaator"
ylesanne;cache_valid;"hetk, millest varem puhverdatud õigus vajab uuendamist (muudetakse ligipääsuõiguste muutmisel)"
